Timestamp,Symbol,Side,Amount,Price,Leverage,Stop_Loss,Take_Profit,Close_Price,Profit_Loss
2024-06-27 21:58:33.869757,BTCUSDT,sell,0.0015524010017663786,60332.47,10,61539.1194,57919.1712,61580.89,-19.380484586251796
2024-06-27 21:58:33.871268,BTCUSDT,sell,0.0015215859872602844,60370.73,10,61578.14460000001,57955.9008,61580.89,-18.413624983429
